Division,Make,MasterCollection,Collection,Classification,SubClassification,SubSection,Type,Gender,DesignNumber,Jewellery
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0036,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0037,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0038,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0039,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0040,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0041,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0042,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0043,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0044,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0045,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0046,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0047,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0048,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0049,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0050,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0051,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0052,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0053,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0054,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0055,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0056,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0057,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0058,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0059,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0060,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0061,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0065,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0066,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0067,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0070,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0071,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0072,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0073,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0074,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0075,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0076,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0077,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0078,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0079,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0080,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0081,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0082,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0083,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0179,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0180,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0186,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0197,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,BROAD,LADIES,ITCUB0198,BANGLE
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0001,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0002,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0003,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0004,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0005,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0006,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0007,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0008,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0009,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0011,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0012,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0013,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0032,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0104,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0105,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0106,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0126,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0127,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0128,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0129,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0130,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0131,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0132,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0133,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0134,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0135,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0136,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0137,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0138,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0139,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0140,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0141,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0142,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0143,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0144,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0145,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0146,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0147,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0148,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0149,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0150,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0151,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0152,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0153,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0154,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0155,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0156,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0157,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0158,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0159,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0160,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0161,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0162,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0163,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0164,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0165,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0166,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0167,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0168,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0169,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0170,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0171,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0172,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0173,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0174,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0175,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0176,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0177,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0188,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0189,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0190,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0191,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0192,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0193,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0194,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0195,CHAIN
GOLD,18 CT,ITALIAN,CUBAN,LIFE STYLE,L3,CUBAN,SHORT,GENTS,ITCUB0196,CHAIN
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3001,BROAD,GENTS,ITSEN0002,BANGLE
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3001,,GENTS,ITSEN0006,RING
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3001,SHORT,GENTS,ITSEN0016,CHAIN
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3002,BROAD,GENTS,ITSEN0005,BANGLE
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3002,,GENTS,ITSEN0004,RING
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3002,SHORT,GENTS,ITSEN0001,CHAIN
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3003,BROAD,GENTS,ITSEN0009,BANGLE
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3003,,GENTS,ITSEN0013,RING
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3003,SHORT,GENTS,ITSEN0014,CHAIN
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3004,BROAD,GENTS,ITSEN0007,BANGLE
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3004,,GENTS,ITSEN0015,RING
GOLD,18 CT,ITALIAN,SENHOR,LIFE STYLE,L4,SENHOR18SN3004,SHORT,GENTS,ITSEN0012,CHAIN
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0001,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0018,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0020,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0021,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0032,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0043,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0049,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0052,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0058,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0078,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0083,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0093,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0095,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0096,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0103,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0107,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0121,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0122,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0126,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0127,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0153,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0181,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,BROAD,GENTS,ITTTO0183,BANGLE
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0006,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0014,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0015,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0017,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0022,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0024,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0031,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0033,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0034,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0035,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0037,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0038,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0039,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0042,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0044,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0046,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0053,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0057,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0059,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0060,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0065,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0066,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0073,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0084,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0085,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0087,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0088,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0090,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0099,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0100,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0108,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0123,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0124,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0131,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0138,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0144,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0148,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0149,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0152,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0154,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0155,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0159,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0161,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0167,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0172,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0174,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0178,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,GENTS,ITTTO0184,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,LADIES,ITTTO0003,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,LADIES,ITTTO0005,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,LADIES,ITTTO0011,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,LADIES,ITTTO0016,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,LADIES,ITTTO0019,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,LADIES,ITTTO0048,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,LADIES,ITTTO0062,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,LADIES,ITTTO0063,RING
GOLD,18 CT,ITALIAN,TWO TONE,LIFE STYLE,L3,TWO TONE,,LADIES,ITTTO0069,RING
